# Location,NW
# Site,FN
# PitID,2
# Date/Local Time,2020-01-22T12:30
# UTM Zone,13N
# Easting,452766
# Northing,4431586
# Latitude,40.03317
# Longitude,-105.55362
# Depth (cm),Temperature (deg C)
81.0,-5.7
80.0,-5.6
70.0,-4.8
60.0,-3.7
50.0,-3.3
40.0,-2.8
30.0,-2.7
20.0,-2.1
10.0,-1.5
0.0,-0.2
