# Location,NW
# Site,FF
# PitID,2
# Date/Local Time,2020-01-22T10:10
# UTM Zone,13N
# Easting (m),453399
# Northing (m),4431466
# Latitude (deg),40.03213
# Longitude (deg),-105.54619
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),-6.2
# Total Depth (cm),59
# Surveyors,AM
# Weather,"Gusty, light snow"
# Precip,Light
# Sky,Broken (> 1/2 of sky)
# Wind,Moderate
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Deadfall
# Vegetation Depth,
# Tree Canopy,Closed (>70%)
# Comments:,nan
