# Location,CB
# Site,O2
# PitID,3
# Date/Local Time,2020-02-26T11:20
# UTM Zone,13N
# Easting (m),328484
# Northing (m),4310498
# Latitude (deg),38.92665
# Longitude (deg),-106.97862
# Slope (deg),5
# Aspect (deg),SE
# Air Temp (deg C),-7
# Total Depth (cm),118
# Surveyors,"LH, ER"
# Weather,"clear, sunny, no wind"
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,
# Tree Canopy,No Trees
# Comments:,Tare: 790g
