# Location,Fraser
# Site,JPL #2
# PitID,COFEJ2
# Date/Local Time,2020-01-19T11:40
# UTM Zone,13N
# Easting,424573
# Northing,4417710
# Latitude,39.90612
# Longitude,-105.88242
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
71.0,69.5,< 1 mm,DF,F,NaN,Wind blown suface
69.5,50.0,< 1 mm,DF,F,NaN,NaN
50.0,22.0,1-2 mm,FC,F,NaN,Field notes indicate HH = F-
22.0,19.0,2-4 mm,MFCR,K,NaN,NaN
19.0,16.0,2-4 mm,FC,P,NaN,Field notes indicate HH = P-
16.0,14.0,2-4 mm,MFCR,P,NaN,NaN
14.0,0.0,4-6 mm,FC,P,NaN,"Variable density, Hand hardness ranges P- to K"
