# Location,CB
# Site,Aspen
# PitID,1
# Date/Local Time,2020-05-12T14:30
# UTM Zone,13N
# Easting (m),329127
# Northing (m),4310324
# Latitude (deg),38.92521
# Longitude (deg),-106.97116
# Slope (deg),0
# Aspect (deg),101
# Air Temp (deg C),8.5
# Total Depth (cm),33
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,Open (20-70%)
# Comments:,Last signficant snow patch. Standing water + bare ground
