# Location,Little Cottonwood
# Site,Atwater
# PitID,UTLCAW
# Date/Local Time,2020-02-13T15:10
# UTM Zone,12N
# Easting (m),446048
# Northing (m),4493579
# Latitude (deg),40.59125
# Longitude (deg),-111.63759
# Slope (deg),0
# Aspect (deg),180
# Air Temp (deg C),-2
# Total Depth (cm),260
# Surveyors,M. Skiles
# WISe Serial No,nan
# Weather,"Sunny, very light breeze from the west."
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Bare
# Vegetation Depth,
# Tree Canopy,No Trees
# Comments:,"Density cutter not flush with pit wall for the following: 260-250,
200-190, and 140-130cm. Small hole 90-80 and 20-10cm and air pocket
30-20cm."
