# Location,NW
# Site,OF
# PitID,1
# Date/Local Time,2020-05-13T10:50
# UTM Zone,13N
# Easting,452892
# Northing,4431872
# Latitude,40.03576
# Longitude,-105.55216
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
66.0,62.0,NaN,NaN,NaN,NaN,Melt layer
62.0,33.0,NaN,NaN,NaN,NaN,faceted
33.0,11.0,NaN,NaN,NaN,NaN,large facets
11.0,0.0,NaN,NaN,NaN,NaN,depth hoar
