# Location,CB
# Site,F12
# PitID,3
# Date/Local Time,2020-05-12T12:00
# UTM Zone,13N
# Easting (m),328510
# Northing (m),4310850
# Latitude (deg),38.92982
# Longitude (deg),-106.97841
# Slope (deg),15
# Aspect (deg),77
# Air Temp (deg C),7
# Total Depth (cm),55
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Moderate
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,40
# Tree Canopy,Closed (>70%)
# Comments:,nan
