,Unnamed: 0,Date,Location,Site,PitID,Latitude,Longitude,UTME,UTMN,UTMzone
238,238,2/26/20,Sagehen,Tower 4,CASHT4,39.422164821034265,-120.29897637087517,732507,4367108,10
239,239,3/4/20,Sagehen,Tower 4,CASHT4,39.422164821034265,-120.29897637087517,732507,4367108,10
240,240,3/11/20,Sagehen,Tower 4,CASHT4,39.422164821034265,-120.29897637087517,732507,4367108,10
241,241,12/18/19,Senator Beck,Senator Beck Study Plot,COSBSB,37.907023684281135,-107.72623038922376,260320,4199004,13
242,242,2/1/20,Senator Beck,Senator Beck Study Plot,COSBSB,37.90705069272733,-107.72623138648423,260320,4199007,13
243,243,2/19/20,Senator Beck,Senator Beck Study Plot,COSBSB,37.907077174407455,-107.7262551089881,260318,4199010,13
244,244,2/26/20,Senator Beck,Senator Beck Study Plot,COSBSB,37.90705890539268,-107.72626580675926,260317,4199008,13
245,245,3/4/20,Senator Beck,Senator Beck Study Plot,COSBSB,37.90705811523279,-107.72629989461248,260314,4199008,13
246,246,12/18/19,Senator Beck,Swamp Angel Study Plot,COSBSA,37.90713684114038,-107.71120029043931,261642,4198978,13
247,247,1/22/20,Senator Beck,Swamp Angel Study Plot,COSBSA,37.907172590919046,-107.711212975578,261641,4198982,13
248,248,1/29/20,Senator Beck,Swamp Angel Study Plot,COSBSA,37.907172590919046,-107.711212975578,261641,4198982,13
249,249,2/12/20,Senator Beck,Swamp Angel Study Plot,COSBSA,37.907172590919046,-107.711212975578,261641,4198982,13
250,250,2/19/20,Senator Beck,Swamp Angel Study Plot,COSBSA,37.90711857335352,-107.71121099202902,261641,4198976,13
251,251,2/26/20,Senator Beck,Swamp Angel Study Plot,COSBSA,37.90710904655987,-107.71123338697356,261639,4198975,13
252,252,3/4/20,Senator Beck,Swamp Angel Study Plot,COSBSA,37.90710904655987,-107.71123338697356,261639,4198975,13
253,253,3/11/20,Senator Beck,Swamp Angel Study Plot,COSBSA,37.907101353288766,-107.71117624254698,261644,4198974,13
254,254,12/18/19,Upper Gunnison,Gothic,COUGGT,38.959308424477776,-106.99044336638948,327538,4314145,13
255,255,1/17/20,Upper Gunnison,Gothic,COUGGT,38.95930763727106,-106.99048950580755,327534,4314145,13
256,256,1/24/20,Upper Gunnison,Gothic,COUGGT,38.95924695704479,-106.99034932320394,327546,4314138,13
257,257,1/29/20,Upper Gunnison,Gothic,COUGGT,38.95928923172221,-106.9905120713762,327532,4314143,13
258,258,2/5/20,Upper Gunnison,Gothic,COUGGT,38.959171170078726,-106.9905664686387,327527,4314130,13
259,259,2/12/20,Upper Gunnison,Gothic,COUGGT,38.95924223376037,-106.99062615946183,327522,4314138,13
260,260,2/19/20,Upper Gunnison,Gothic,COUGGT,38.95924223376037,-106.99062615946183,327522,4314138,13
261,261,2/26/20,Upper Gunnison,Gothic,COUGGT,38.95924223376037,-106.99062615946183,327522,4314138,13
262,262,3/11/20,Upper Gunnison,Gothic,COUGGT,38.959244595484606,-106.990487741341,327534,4314138,13
263,263,12/19/19,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
264,264,1/17/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
265,265,1/22/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
266,266,1/29/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
267,267,2/5/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
268,268,2/12/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
269,269,2/19/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
270,270,2/26/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
271,271,3/12/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
272,272,4/8/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
273,273,4/22/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
274,274,5/6/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
275,275,5/20/20,Upper Gunnison,Irwin Barn,COUGIB,38.88811809758193,-107.10796123115509,317172,4306473,13
