Identifier,State,Location,Site,PitID,Date,Time,Density,LWC,Temp,Strat,"Interval
Board","Perimeter
Depths",Flag,Photo Package
COFEJ2_20191210_1245,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2019-12-10,12:45,y,n,y,y,n,n,AD,"book1, book2"
COFEJ2_20191216_1232,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2019-12-16,12:32,y,n,y,y,n,n,,"book1, book2"
COFEJ2_20191230_1227,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2019-12-30,12:27,y,n,y,y,n,n,,"book1, book2"
COFEJ2_20200104_1200,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-01-04,12:00,y,n,y,y,n,n,,"book1, book2"
COFEJ2_20200108_1208,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-01-08,12:08,y,n,y,y,n,n,,"book1, book2"
COFEJ2_20200119_1140,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-01-19,11:40,y,n,y,y,n,n,BDG,"book1, book2"
COFEJ2_20200205_1200,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-02-05,12:00,y,n,y,y,n,n,,"book1, book2"
COFEJ2_20200210_1345,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-02-10,13:45,y,n,y,y,n,n,"BDG, AD","book1, book2, east, north, pit, south, up, west"
COFEJ2_20200221_1145,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-02-21,11:45,y,n,y,y,n,n,AD,"book1, book2, east, north, pit, south, up, west"
COFEJ2_20200304_1320,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-03-04,13:20,y,n,y,y,n,n,BDG,"book1, book2"
COFEJ2_20200311_1030,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-03-11,10:30,y,y,y,y,n,n,AD,"book1, book2, east, north, pit, south"
COFEJ2_20200318_1400,CO,Fraser Experimental Forest,JPL 2,COFEJ2,2020-03-18,14:00,y,n,y,y,n,n,AD,book1
COFEB1_20191219_1404,CO,Fraser Experimental Forest,SNB 1,COFEB1,2019-12-19,14:04,y,n,y,y,n,n,,"book1, book2, east, north, pit, south"
COFEB1_20200131_1230,CO,Fraser Experimental Forest,SNB 1,COFEB1,2020-01-31,12:30,y,n,y,y,n,n,,"book1, book2"
COFEB1_20200205_1300,CO,Fraser Experimental Forest,SNB 1,COFEB1,2020-02-05,13:00,y,n,y,y,n,n,BDG,"book1, book2"
COFEB1_20200212_1030,CO,Fraser Experimental Forest,SNB 1,COFEB1,2020-02-12,10:30,y,n,y,y,n,n,BDG,"book1, book2, east, north, pit, south, up, west"
COFEB1_20200221_1350,CO,Fraser Experimental Forest,SNB 1,COFEB1,2020-02-21,13:50,y,n,y,y,n,n,,"book1, book2, east, north, pit, south, west"
COFEB1_20200226_1350,CO,Fraser Experimental Forest,SNB 1,COFEB1,2020-02-26,13:50,y,n,y,y,n,n,BDG,"book1, book2"
COFEB1_20200304_1530,CO,Fraser Experimental Forest,SNB 1,COFEB1,2020-03-04,15:30,y,n,y,y,n,n,BDG,"book1, book2"
COFEB1_20200311_1200,CO,Fraser Experimental Forest,SNB 1,COFEB1,2020-03-11,12:00,y,y,y,y,n,n,AD,"book1, book2, east, north, pit, south, west"
COFEB2_20191219_1510,CO,Fraser Experimental Forest,SNB 2,COFEB2,2019-12-19,15:10,y,n,y,y,n,n,AD,"book1, book2, north, up, west"
COFEB2_20200131_1304,CO,Fraser Experimental Forest,SNB 2,COFEB2,2020-01-31,13:04,y,n,y,y,n,n,,"book1, book2"
COFEB2_20200205_1419,CO,Fraser Experimental Forest,SNB 2,COFEB2,2020-02-05,14:19,y,n,y,y,n,n,BDG,"book1, book2"
COFEB2_20200212_1120,CO,Fraser Experimental Forest,SNB 2,COFEB2,2020-02-12,11:20,y,n,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COFEB2_20200221_1450,CO,Fraser Experimental Forest,SNB 2,COFEB2,2020-02-21,14:50,y,n,y,y,n,n,AD,"book1, book2, east, north, pit, south, up, west"
COFEB2_20200226_1440,CO,Fraser Experimental Forest,SNB 2,COFEB2,2020-02-26,14:40,y,n,y,y,n,n,,"book1, book2"
COGMCO_20191219_1220,CO,Grand Mesa,County Line Open,COGMCO,2019-12-19,12:20,y,y,y,y,n,n,"STCom, STLay","book1, book2"
COGMCO_20191220_1030,CO,Grand Mesa,County Line Open,COGMCO,2019-12-20,10:30,y,y,y,y,n,y,STLay,"book1, book2"
COGMCO_20200122_1015,CO,Grand Mesa,County Line Open,COGMCO,2020-01-22,10:15,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COGMCO_20200131_0830,CO,Grand Mesa,County Line Open,COGMCO,2020-01-31,08:30,y,y,y,y,y,n,,"book1, book2"
COGMCO_20200212_0852,CO,Grand Mesa,County Line Open,COGMCO,2020-02-12,08:52,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, west"
COGMCO_20200219_0930,CO,Grand Mesa,County Line Open,COGMCO,2020-02-19,09:30,y,y,y,y,y,n,BDG,"book1, book2, east, north, pit, south, up, west"
COGMCO_20200226_0715,CO,Grand Mesa,County Line Open,COGMCO,2020-02-26,07:15,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COGMCO_20200304_0921,CO,Grand Mesa,County Line Open,COGMCO,2020-03-04,09:21,y,y,y,y,n,y,MW,"book1, book2"
COGMCO_20200312_0850,CO,Grand Mesa,County Line Open,COGMCO,2020-03-12,08:50,y,y,y,y,y,y,BDG,"book1, book2, east, north, pit, south, up, west"
COGMCO_20200318_0825,CO,Grand Mesa,County Line Open,COGMCO,2020-03-18,08:25,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COGMCO_20200325_1015,CO,Grand Mesa,County Line Open,COGMCO,2020-03-25,10:15,y,y,y,y,y,y,,"book1, book2"
COGMCO_20200417_1509,CO,Grand Mesa,County Line Open,COGMCO,2020-04-17,15:09,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMCT_20191219_1420,CO,Grand Mesa,County Line Tree,COGMCT,2019-12-19,14:20,y,y,y,y,n,y,,"book1, book2"
COGMCT_20200122_1225,CO,Grand Mesa,County Line Tree,COGMCT,2020-01-22,12:25,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMCT_20200131_1016,CO,Grand Mesa,County Line Tree,COGMCT,2020-01-31,10:16,y,y,n,y,n,y,,"book1, book2"
COGMCT_20200212_1030,CO,Grand Mesa,County Line Tree,COGMCT,2020-02-12,10:30,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMCT_20200219_1115,CO,Grand Mesa,County Line Tree,COGMCT,2020-02-19,11:15,n,y,y,y,n,y,"TDG, MDG, BDG","book1, book2, east, north, pit, south, up, west"
COGMCT_20200226_0855,CO,Grand Mesa,County Line Tree,COGMCT,2020-02-26,08:55,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMCT_20200304_1252,CO,Grand Mesa,County Line Tree,COGMCT,2020-03-04,12:52,y,y,y,y,n,y,MW,"book1, book2"
COGMCT_20200312_1030,CO,Grand Mesa,County Line Tree,COGMCT,2020-03-12,10:30,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMCT_20200318_1005,CO,Grand Mesa,County Line Tree,COGMCT,2020-03-18,10:05,y,y,y,y,n,y,STLay,"book1, book2, east, north, pit, south, up, west"
COGMCT_20200325_1230,CO,Grand Mesa,County Line Tree,COGMCT,2020-03-25,12:30,y,y,y,y,n,y,BDG,"book1, book2"
COGMWO_20200305_0809,CO,Grand Mesa,Mesa West Open,COGMWO,2020-03-05,08:09,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWO_20200316_0841,CO,Grand Mesa,Mesa West Open,COGMWO,2020-03-16,08:41,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, west"
COGMWO_20200316_1358,CO,Grand Mesa,Mesa West Open,COGMWO,2020-03-16,13:58,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, west"
COGMWO_20200316_1519,CO,Grand Mesa,Mesa West Open,COGMWO,2020-03-16,15:19,y,y,y,y,n,n,,"book1, east, north, pit, south, up, west"
COGMWO_20200331_0934,CO,Grand Mesa,Mesa West Open,COGMWO,2020-03-31,09:34,y,y,y,y,n,n,,"book1, east, north, pit, south, up, west"
COGMWO_20200331_1530,CO,Grand Mesa,Mesa West Open,COGMWO,2020-03-31,15:30,y,y,y,y,n,n,,"book1, book2, pit, up"
COGMWO_20200408_1551,CO,Grand Mesa,Mesa West Open,COGMWO,2020-04-08,15:51,y,y,y,y,n,n,STLay,"book1, book2, east, north, pit, south, up, west"
COGMWO_20200409_0550,CO,Grand Mesa,Mesa West Open,COGMWO,2020-04-09,05:50,y,y,y,y,n,n,STCom ,"book1, book2, east, north, pit, south, up, west"
COGMWO_20200409_1218,CO,Grand Mesa,Mesa West Open,COGMWO,2020-04-09,12:18,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWO_20200409_1615,CO,Grand Mesa,Mesa West Open,COGMWO,2020-04-09,16:15,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWT_20200305_0935,CO,Grand Mesa,Mesa West Trees,COGMWT,2020-03-05,09:35,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWT_20200316_1050,CO,Grand Mesa,Mesa West Trees,COGMWT,2020-03-16,10:50,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWT_20200316_1228,CO,Grand Mesa,Mesa West Trees,COGMWT,2020-03-16,12:28,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWT_20200331_1145,CO,Grand Mesa,Mesa West Trees,COGMWT,2020-03-31,11:45,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWT_20200331_1310,CO,Grand Mesa,Mesa West Trees,COGMWT,2020-03-31,13:10,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWT_20200409_0725,CO,Grand Mesa,Mesa West Trees,COGMWT,2020-04-09,07:25,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMWT_20200409_1440,CO,Grand Mesa,Mesa West Trees,COGMWT,2020-04-09,14:40,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20191219_1600,CO,Grand Mesa,Skyway Open,COGMSO,2019-12-19,16:00,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200122_1455,CO,Grand Mesa,Skyway Open,COGMSO,2020-01-22,14:55,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, west"
COGMSO_20200131_1225,CO,Grand Mesa,Skyway Open,COGMSO,2020-01-31,12:25,y,y,n,y,y,y,,"book1, book2"
COGMSO_20200212_1252,CO,Grand Mesa,Skyway Open,COGMSO,2020-02-12,12:52,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, west"
COGMSO_20200219_1340,CO,Grand Mesa,Skyway Open,COGMSO,2020-02-19,13:40,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200225_1500,CO,Grand Mesa,Skyway Open,COGMSO,2020-02-25,15:00,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200304_1550,CO,Grand Mesa,Skyway Open,COGMSO,2020-03-04,15:50,y,y,y,y,y,y,"MW, STLay","book1, book2"
COGMSO_20200306_1705,CO,Grand Mesa,Skyway Open,COGMSO,2020-03-06,17:05,y,y,y,y,n,n,STLay,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200312_1520,CO,Grand Mesa,Skyway Open,COGMSO,2020-03-12,15:20,y,y,y,y,y,y,STLay,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200321_1006,CO,Grand Mesa,Skyway Open,COGMSO,2020-03-21,10:06,y,y,y,y,y,y,,"book1, book2, book3, east, north, pit, south, up, west"
COGMSO_20200328_0900,CO,Grand Mesa,Skyway Open,COGMSO,2020-03-28,09:00,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200328_1630,CO,Grand Mesa,Skyway Open,COGMSO,2020-03-28,16:30,y,y,y,y,y,y,,"book1, book2"
COGMSO_20200406_0650,CO,Grand Mesa,Skyway Open,COGMSO,2020-04-06,06:50,y,y,y,y,n,n,"STLay
","book1, east, north, pit, south, up, west"
COGMSO_20200406_1600,CO,Grand Mesa,Skyway Open,COGMSO,2020-04-06,16:00,y,y,y,y,n,n,,"book1, east, north, pit, south, up, west"
COGMSO_20200419_1600,CO,Grand Mesa,Skyway Open,COGMSO,2020-04-19,16:00,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200421_0553,CO,Grand Mesa,Skyway Open,COGMSO,2020-04-21,05:53,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200421_1626,CO,Grand Mesa,Skyway Open,COGMSO,2020-04-21,16:26,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200422_1512,CO,Grand Mesa,Skyway Open,COGMSO,2020-04-22,15:12,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200503_0602,CO,Grand Mesa,Skyway Open,COGMSO,2020-05-03,06:02,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMSO_20200503_1610,CO,Grand Mesa,Skyway Open,COGMSO,2020-05-03,16:10,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200122_1655,CO,Grand Mesa,Skyway Tree,COGMST,2020-01-22,16:55,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200131_1423,CO,Grand Mesa,Skyway Tree,COGMST,2020-01-31,14:23,y,y,y,y,n,y,,"book1, book2"
COGMST_20200212_1430,CO,Grand Mesa,Skyway Tree,COGMST,2020-02-12,14:30,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200219_1500,CO,Grand Mesa,Skyway Tree,COGMST,2020-02-19,15:00,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200225_1640,CO,Grand Mesa,Skyway Tree,COGMST,2020-02-25,16:40,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200306_1815,CO,Grand Mesa,Skyway Tree,COGMST,2020-03-06,18:15,y,y,y,n,n,n,"MDG, BDG","east, north, pit, south, up, west"
COGMST_20200312_1345,CO,Grand Mesa,Skyway Tree,COGMST,2020-03-12,13:45,y,y,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200321_1155,CO,Grand Mesa,Skyway Tree,COGMST,2020-03-21,11:55,y,y,y,y,n,y,STCom,"book1, book2, east, north, pit, south, up, west"
COGMST_20200328_0715,CO,Grand Mesa,Skyway Tree,COGMST,2020-03-28,07:15,y,y,y,y,n,n,STLay,"book1, book2, east, north, pit, south, up, west"
COGMST_20200328_1430,CO,Grand Mesa,Skyway Tree,COGMST,2020-03-28,14:30,y,y,y,y,n,y,,"book1, book2"
COGMST_20200401_0900,CO,Grand Mesa,Skyway Tree,COGMST,2020-04-01,09:00,y,y,y,y,n,n,,"book1, east, north, pit, south, up, west"
COGMST_20200401_1535,CO,Grand Mesa,Skyway Tree,COGMST,2020-04-01,15:35,y,y,y,y,n,n,,"book1, east, pit, south, up, west"
COGMST_20200418_1217,CO,Grand Mesa,Skyway Tree,COGMST,2020-04-18,12:17,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200421_0726,CO,Grand Mesa,Skyway Tree,COGMST,2020-04-21,07:26,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200421_1507,CO,Grand Mesa,Skyway Tree,COGMST,2020-04-21,15:07,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200422_1618,CO,Grand Mesa,Skyway Tree,COGMST,2020-04-22,16:18,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200503_0653,CO,Grand Mesa,Skyway Tree,COGMST,2020-05-03,06:53,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
COGMST_20200503_1732,CO,Grand Mesa,Skyway Tree,COGMST,2020-05-03,17:32,y,y,y,n,n,n,,"book1, book2, east, north, pit, south, up, west"
NMJRBA_20191220_1450,NM,Jemez River,BA Flux Tower,NMJRBA,2019-12-20,14:50,y,y,y,y,n,n,,"book1, book2, east, north, pit, south, up, west"
NMJRBA_20200122_1420,NM,Jemez River,BA Flux Tower,NMJRBA,2020-01-22,14:20,y,n,y,y,n,n,BDG,"book1, book2"
NMJRBA_20200129_1119,NM,Jemez River,BA Flux Tower,NMJRBA,2020-01-29,11:19,y,n,y,y,y,y,,"book1, book2, east, north, pit, south, up"
NMJRBA_20200205_1114,NM,Jemez River,BA Flux Tower,NMJRBA,2020-02-05,11:14,y,n,y,y,y,y,,"book1, book2, east, north, pit, south, west"
NMJRBA_20200212_1337,NM,Jemez River,BA Flux Tower,NMJRBA,2020-02-12,13:37,n,n,n,n,y,y,"TDG, MDG, BDG","book1, book2, east, north, south, up, west"
NMJRBA_20200220_1234,NM,Jemez River,BA Flux Tower,NMJRBA,2020-02-20,12:34,y,n,y,y,y,y,MW,"book1, book2, east, north, pit, south, west"
NMJRBA_20200226_1139,NM,Jemez River,BA Flux Tower,NMJRBA,2020-02-26,11:39,y,n,y,y,y,y,,"book1, book2"
NMJRBA_20200304_1116,NM,Jemez River,BA Flux Tower,NMJRBA,2020-03-04,11:16,y,n,y,y,y,y,"TDG, MW","book1, book2"
NMJRHQ_20191220_1100,NM,Jemez River,HQ Met Station,NMJRHQ,2019-12-20,11:00,y,y,y,y,n,n,BDG,"book1, book2, east, north, pit, south, up, west"
NMJRHQ_20200122_1115,NM,Jemez River,HQ Met Station,NMJRHQ,2020-01-22,11:15,y,y,y,y,y,y,BDG,"book1, book2, east, north, pit, south, west"
NMJRHQ_20200129_1026,NM,Jemez River,HQ Met Station,NMJRHQ,2020-01-29,10:26,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
NMJRHQ_20200205_1100,NM,Jemez River,HQ Met Station,NMJRHQ,2020-02-05,11:00,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
NMJRHQ_20200212_1305,NM,Jemez River,HQ Met Station,NMJRHQ,2020-02-12,13:05,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
NMJRHQ_20200220_1156,NM,Jemez River,HQ Met Station,NMJRHQ,2020-02-20,11:56,y,y,y,y,y,y,MW,"book1, book2, east, north, pit, south, up, west"
NMJRHQ_20200226_1157,NM,Jemez River,HQ Met Station,NMJRHQ,2020-02-26,11:57,y,y,y,y,y,y,MW,"book1, book2"
NMJRHQ_20200304_1105,NM,Jemez River,HQ Met Station,NMJRHQ,2020-03-04,11:05,y,y,y,y,y,y,"MW, AD","book1, book2"
UTLCAC_20200124_1222,UT,Little Cottonwood Canyon,Alta Collins,UTLCAC,2020-01-24,12:22,y,n,y,y,n,n,BDG,"book1, book2, pit"
UTLCAC_20200131_1130,UT,Little Cottonwood Canyon,Alta Collins,UTLCAC,2020-01-31,11:30,y,n,y,y,n,y,STCom,"book1, book2"
UTLCAC_20200213_1345,UT,Little Cottonwood Canyon,Alta Collins,UTLCAC,2020-02-13,13:45,y,n,y,y,n,y,MDG,"book1, east, north, pit, pit2, south, up, west"
UTLCAC_20200220_1400,UT,Little Cottonwood Canyon,Alta Collins,UTLCAC,2020-02-20,14:00,y,n,y,y,n,y,,"book1, book2, book3"
UTLCAC_20200227_1000,UT,Little Cottonwood Canyon,Alta Collins,UTLCAC,2020-02-27,10:00,y,n,y,y,n,y,,"book1, book2"
UTLCAC_20200305_1100,UT,Little Cottonwood Canyon,Alta Collins,UTLCAC,2020-03-05,11:00,y,n,y,y,n,y,MDG,"book1, book2"
UTLCAC_20200312_0930,UT,Little Cottonwood Canyon,Alta Collins,UTLCAC,2020-03-12,09:30,y,n,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
UTLCAW_20200124_1100,UT,Little Cottonwood Canyon,Atwater,UTLCAW,2020-01-24,11:00,y,n,y,y,n,y,,"book1, book2, pit"
UTLCAW_20200131_1200,UT,Little Cottonwood Canyon,Atwater,UTLCAW,2020-01-31,12:00,y,n,y,y,n,n,,"book1, pit"
UTLCAW_20200213_1510,UT,Little Cottonwood Canyon,Atwater,UTLCAW,2020-02-13,15:10,y,n,y,y,n,n,,"book1, book2"
UTLCAW_20200220_1350,UT,Little Cottonwood Canyon,Atwater,UTLCAW,2020-02-20,13:50,y,n,y,y,n,y,,"book1, east, north, pit, south, up, west"
UTLCAW_20200227_1145,UT,Little Cottonwood Canyon,Atwater,UTLCAW,2020-02-27,11:45,y,n,y,y,n,y,STCom,"book1, book2, east, north, pit, pit2, pit3, pit4, south, up, west"
UTLCAW_20200305_1230,UT,Little Cottonwood Canyon,Atwater,UTLCAW,2020-03-05,12:30,y,n,y,y,n,y,MDG,"book1, book2, east, north, pit, south, west"
UTLCAW_20200312_1248,UT,Little Cottonwood Canyon,Atwater,UTLCAW,2020-03-12,12:48,y,n,y,y,n,y,,"book1, book2, east, north, pit, pit2, south, up, west"
CAMLCP_20191218_1108,CA,Mammoth Lakes,CUES,CAMLCP,2019-12-18,11:08,y,n,y,y,n,n,AD,"book1, east, north, pit, south, up, west"
CAMLCP_20200122_1000,CA,Mammoth Lakes,CUES,CAMLCP,2020-01-22,10:00,y,y,y,y,n,n,AD,"book1, east, north, pit, south, up, west"
CAMLCP_20200129_0950,CA,Mammoth Lakes,CUES,CAMLCP,2020-01-29,09:50,y,n,y,y,n,n,AD,"book1, east, north, pit, south, up, west"
CAMLCP_20200206_1335,CA,Mammoth Lakes,CUES,CAMLCP,2020-02-06,13:35,y,y,y,y,n,n,AD,"book1, east, north, pit, south, up, west"
CAMLCP_20200212_1015,CA,Mammoth Lakes,CUES,CAMLCP,2020-02-12,10:15,n,n,y,y,n,n,AD,"book1, east, north, pit, south, up, west"
CAMLCP_20200219_1005,CA,Mammoth Lakes,CUES,CAMLCP,2020-02-19,10:05,y,n,y,y,n,n,AD,"book1, east, north, pit, south, west"
CAMLCP_20200226_0954,CA,Mammoth Lakes,CUES,CAMLCP,2020-02-26,09:54,y,n,y,y,n,n,AD,"book1, east, north, pit, south, up, west"
CAMLCP_20200304_1028,CA,Mammoth Lakes,CUES,CAMLCP,2020-03-04,10:28,y,n,y,y,n,n,"STLay, AD","book1, east, north, pit, south, up, west"
CAMLCP_20200311_0908,CA,Mammoth Lakes,CUES,CAMLCP,2020-03-11,09:08,y,n,y,y,n,n,AD,"book1, east, north, pit, south, up, west"
CAMLPD_20191218_1128,CA,Mammoth Lakes,Panorama Dome,CAMLPD,2019-12-18,11:28,y,y,y,y,n,n,AD,"book1, book2, east, north, pit, south, up, west"
CAMLPD_20200124_0945,CA,Mammoth Lakes,Panorama Dome,CAMLPD,2020-01-24,09:45,y,y,y,y,n,n,"BDG, STLay, AD","book1, book2"
CAMLPD_20200129_1030,CA,Mammoth Lakes,Panorama Dome,CAMLPD,2020-01-29,10:30,y,y,y,y,n,n,"STCom, AD",book1
CAMLPD_20200205_1000,CA,Mammoth Lakes,Panorama Dome,CAMLPD,2020-02-05,10:00,y,y,y,y,n,n,AD,"book1, east, north, pit, south, up, west"
CAMLPD_20200212_1029,CA,Mammoth Lakes,Panorama Dome,CAMLPD,2020-02-12,10:29,y,y,y,y,n,n,AD,"book1, north, pit, pit2, south, west"
CAMLPD_20200219_1015,CA,Mammoth Lakes,Panorama Dome,CAMLPD,2020-02-19,10:15,y,y,y,y,n,n,"TDG, STCom, AD","book1, east, north, pit, south, up, west"
CONWC1_20191218_0915,CO,Niwot Ridge,C1,CONWC1,2019-12-18,09:15,y,n,y,y,n,y,,"book1, book2, east, north, pit, south, up, west"
CONWC1_20200122_1145,CO,Niwot Ridge,C1,CONWC1,2020-01-22,11:45,y,n,y,y,y,y,MW,"book1, book2"
CONWC1_20200129_1020,CO,Niwot Ridge,C1,CONWC1,2020-01-29,10:20,y,n,y,y,y,y,AD,"book1, book2, east, north, other, pit, pit2, south"
CONWC1_20200205_1020,CO,Niwot Ridge,C1,CONWC1,2020-02-05,10:20,y,n,y,y,y,y,,book1
CONWC1_20200212_0910,CO,Niwot Ridge,C1,CONWC1,2020-02-12,09:10,y,n,y,y,y,n,,"book1, book2, east, north, pit1, pit2, south, west"
CONWC1_20200219_0930,CO,Niwot Ridge,C1,CONWC1,2020-02-19,09:30,y,n,y,y,y,y,AD,"book1, book2, pit1, pit2, up"
CONWC1_20200226_0820,CO,Niwot Ridge,C1,CONWC1,2020-02-26,08:20,y,n,y,y,y,y,AD,"book1, book2, pit"
CONWC1_20200304_0903,CO,Niwot Ridge,C1,CONWC1,2020-03-04,09:03,y,y,y,y,y,y,STCom,"book1, book2"
CONWC1_20200311_0716,CO,Niwot Ridge,C1,CONWC1,2020-03-11,07:16,y,y,y,y,y,y,AD,"book1, book2"
CONWFF_20200122_1010,CO,Niwot Ridge,Forest Flat,CONWFF,2020-01-22,10:10,y,n,y,y,n,n,,"book1, book2"
CONWFF_20200122_1020,CO,Niwot Ridge,Forest Flat,CONWFF,2020-01-22,10:20,y,n,y,y,n,n,BDG,"book1, book2"
CONWFF_20200122_1025,CO,Niwot Ridge,Forest Flat,CONWFF,2020-01-22,10:25,y,n,y,y,n,n,,book1
CONWFF_20200212_1110,CO,Niwot Ridge,Forest Flat,CONWFF,2020-02-12,11:10,y,n,y,y,n,n,STCom,book1
CONWFF_20200212_1145,CO,Niwot Ridge,Forest Flat,CONWFF,2020-02-12,11:45,y,n,y,y,n,n,"STCom, AD",book1
CONWFF_20200311_0900,CO,Niwot Ridge,Forest Flat,CONWFF,2020-03-11,09:00,y,n,y,y,n,n,STCom,"book1, book2"
CONWFF_20200311_0920,CO,Niwot Ridge,Forest Flat,CONWFF,2020-03-11,09:20,y,n,y,y,n,n,,"book1, book2"
CONWFF_20200311_0945,CO,Niwot Ridge,Forest Flat,CONWFF,2020-03-11,09:45,y,n,y,y,n,n,,"book1, book2"
CONWFF_20200422_1310,CO,Niwot Ridge,Forest Flat,CONWFF,2020-04-22,13:10,y,n,y,y,n,n,,"book1, book2"
CONWFF_20200513_0930,CO,Niwot Ridge,Forest Flat,CONWFF,2020-05-13,09:30,y,n,y,y,n,n,,"book1, book2"
CONWFF_20200513_0955,CO,Niwot Ridge,Forest Flat,CONWFF,2020-05-13,09:55,y,n,y,y,n,n,STCom,"book1, book2"
CONWFF_20200513_1030,CO,Niwot Ridge,Forest Flat,CONWFF,2020-05-13,10:30,y,n,y,y,n,n,BDG,"book1, book2"
CONWFN_20200122_1230,CO,Niwot Ridge,Forest North,CONWFN,2020-01-22,12:30,y,n,y,y,n,n,BDG,"book1, book2"
CONWFN_20200122_1231,CO,Niwot Ridge,Forest North,CONWFN,2020-01-22,12:31,y,n,y,y,n,n,,"book1, book2"
CONWFN_20200122_1245,CO,Niwot Ridge,Forest North,CONWFN,2020-01-22,12:45,y,n,y,y,n,n,BDG,"book1, book2"
CONWFN_20200212_1335,CO,Niwot Ridge,Forest North,CONWFN,2020-02-12,13:35,y,n,y,y,n,n,,book1
CONWFN_20200311_1100,CO,Niwot Ridge,Forest North,CONWFN,2020-03-11,11:00,y,n,y,y,n,n,STCom,"book1, book2"
CONWFN_20200311_1101,CO,Niwot Ridge,Forest North,CONWFN,2020-03-11,11:01,y,n,y,y,n,n,BDG,"book1, book2"
CONWFN_20200311_1130,CO,Niwot Ridge,Forest North,CONWFN,2020-03-11,11:30,y,n,y,y,n,n,STCom,"book1, book2"
