# Location,Cameron Pass
# Site,Michigan River
# PitID,COCPMR
# Date/Local Time,2019-12-18T13:50
# UTM Zone,13N
# Easting,424441
# Northing,4485707
# Latitude,40.51865
# Longitude,-105.89196
# Count,HS (cm)
1,78
2,78
3,74
4,69
5,74
6,68
7,76
8,NaN
9,NaN
