# Location,NW
# Site,FS
# PitID,3
# Date/Local Time,2020-01-22T14:00
# UTM Zone,13N
# Easting (m),452491
# Northing (m),4432381
# Latitude (deg),40.04032
# Longitude (deg),-105.5569
# Slope (deg),NaN
# Aspect (deg),S
# Air Temp (deg C),NaN
# Total Depth (cm),76
# Surveyors,AM
# Weather,nan
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Moderate
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Deadfall
# Vegetation Depth,
# Tree Canopy,Closed (>70%)
# Comments:,3168 m elevation
