# Location,NW
# Site,FS
# PitID,3
# Date/Local Time,2020-01-22T14:00
# UTM Zone,13N
# Easting,452491
# Northing,4432381
# Latitude,40.04032
# Longitude,-105.5569
# Depth (cm),Temperature (deg C)
76.0,-5.0
70.0,-4.9
60.0,-4.2
50.0,-3.5
40.0,-3.1
30.0,-2.6
20.0,-2.1
10.0,-1.6
0.0,-0.8
