# Location,Senator Beck
# Site,Swamp Angel
# PitID,COSBSA
# Date/Local Time,2020-03-04T14:10
# UTM Zone,13N
# Easting,261641
# Northing,4198978
# Latitude,37.90714
# Longitude,-107.71121
# Depth (cm),Temperature (deg C)
172.0,-0.5
170.0,-0.2
160.0,-4.7
150.0,-5.8
140.0,-4.9
130.0,-4.3
120.0,-3.8
110.0,-3.4
100.0,-3.1
90.0,-2.8
80.0,-2.3
70.0,-2.0
60.0,-1.6
50.0,-1.3
40.0,-1.0
30.0,-0.7
20.0,-0.5
10.0,-0.2
0.0,0.0
