# Location,NW
# Site,OF
# PitID,1
# Date/Local Time,2020-03-11T11:00
# UTM Zone,13N
# Easting,452898
# Northing,4431871
# Latitude,40.03575
# Longitude,-105.55209
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
83.0,79.0,< 1 mm,NaN,FIST,NaN,"fresh powder, rounds"
79.0,48.0,< 1 mm,NaN,4F,NaN,compact rounds
48.0,26.0,2-4 mm,NaN,FIST,NaN,facets
26.0,0.0,> 6 mm,NaN,FIST,NaN,depth hoar
