# Location,NW
# Site,OF
# PitID,2
# Date/Local Time,2020-05-13T11:00
# UTM Zone,13N
# Easting (m),452897
# Northing (m),4431870
# Latitude (deg),40.03574
# Longitude (deg),-105.5521
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),14
# Total Depth (cm),74
# Surveyors,"AM, ES"
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,3093m elev
