# Location,CB
# Site,O2
# PitID,2
# Date/Local Time,2020-02-26T10:00
# UTM Zone,13N
# Easting (m),328520
# Northing (m),4310833
# Latitude (deg),38.92967
# Longitude (deg),-106.97829
# Slope (deg),5
# Aspect (deg),SE
# Air Temp (deg C),-8
# Total Depth (cm),130
# Surveyors,ES
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,Glorious        45cm- Super Tough Snow
