# Location,Jemez River
# Site,HQ Met Station
# PitID,NMJRHQ
# Date/Local Time,2020-02-05T11:00
# UTM Zone,13N
# Easting,362632
# Northing,3969260
# Latitude,35.85793
# Longitude,-106.52137
# Top (cm),Bottom (cm),Density A (kg/m3),Density B (kg/m3),Density C (kg/m3)
66.0,56.0,246.0,273.0,262.0
56.0,46.0,234.0,232.0,NaN
46.0,36.0,282.0,291.0,NaN
36.0,26.0,290.0,292.0,NaN
26.0,16.0,290.0,299.0,NaN
16.0,6.0,332.0,328.0,NaN
14.0,4.0,NaN,NaN,NaN
