# Location,CB
# Site,O6
# PitID,2
# Date/Local Time,2020-02-01T14:30
# UTM Zone,13N
# Easting (m),328376
# Northing (m),4310492
# Latitude (deg),38.92657
# Longitude (deg),-106.97986
# Slope (deg),NaN
# Aspect (deg),SW
# Air Temp (deg C),-1.8
# Total Depth (cm),92
# Surveyors,"LH, ER"
# Weather,"Sunny but overcast with high clouds, no wind"
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,30
# Tree Canopy,No Trees
# Comments:,"tare 768g, elevation: 3146"
