# Location,CB
# Site,Upper
# PitID,2
# Date/Local Time,2020-02-02T11:20
# UTM Zone,13N
# Easting,327520
# Northing,4311258
# Latitude,38.9333
# Longitude,-106.98992
# Depth (cm),Temperature (deg C)
83.0,-1.8
80.0,-3.3
70.0,-5.9
60.0,-5.3
50.0,-4.6
40.0,-4.0
30.0,-3.3
20.0,-3.1
10.0,-2.3
0.0,-1.6
