# Location,Cameron Pass
# Site,Michigan River
# PitID,COCPMR
# Date/Local Time,2020-01-24T11:15
# UTM Zone,13N
# Easting,424441
# Northing,4485707
# Latitude,40.51865
# Longitude,-105.89196
# Count,HS (cm)
1,81
2,69
3,72
4,81
5,82
6,77
7,83
8,85
9,NaN
