# Location,NW
# Site,FS
# PitID,4
# Date/Local Time,2020-05-13T09:45
# UTM Zone,13N
# Easting (m),452506
# Northing (m),4432385
# Latitude (deg),40.04036
# Longitude (deg),-105.55672
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),12.5
# Total Depth (cm),70
# Surveyors,"ES, AM"
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,"Shrub,Deadfall"
# Vegetation Depth,
# Tree Canopy,Closed (>70%)
# Comments:,nan
