# Location,American
# Site,Caples Lake
# PitID,CAAMCL
# Date/Local Time,2020-02-14T12:00
# UTM Zone,10N
# Easting,757217
# Northing,4288782
# Latitude,38.71029
# Longitude,-120.04186
# Depth (cm),Temperature (deg C)
123.0,-0.1
113.0,-4.3
103.0,-5.7
93.0,-5.0
83.0,-4.0
73.0,-3.3
63.0,-2.8
53.0,-2.2
43.0,-1.7
33.0,-1.3
23.0,-1.0
13.0,-0.7
5.0,-0.4
