# Location,East River
# Site,Irwin Barn
# PitID,COERIB
# Date/Local Time,2020-02-26T11:45
# UTM Zone,13N
# Easting,317172
# Northing,4306473
# Latitude,38.88812
# Longitude,-107.10796
# Depth (cm),Temperature (deg C)
194.0,-12.6
190.0,-12.8
180.0,-14.1
170.0,-9.6
160.0,-7.0
150.0,-5.6
140.0,-4.9
130.0,-4.3
120.0,-3.7
110.0,-3.4
100.0,-3.1
90.0,-2.7
80.0,-2.3
70.0,-2.0
60.0,-1.6
50.0,-1.3
40.0,-1.1
30.0,-0.7
20.0,-0.5
10.0,-0.3
0.0,0.0
