# Location,Boise River Basin
# Site,Mores Creek Summit
# PitID,IDBRMC
# Date/Local Time,2020-02-12T11:00
# UTM Zone,11N
# Easting (m),606192
# Northing (m),4866876
# Latitude (deg),43.94735
# Longitude (deg),-115.67666
# Slope (deg),30
# Aspect (deg),90
# Air Temp (deg C),-4.4
# Total Depth (cm),275
# Surveyors,"J. Butler, C. Rodriguez"
# WISe Serial No,nan
# Weather,"Clear, light to moderate wind N 3-5 m/s; Air temperature = -4.4°C. grasses and sagebrush present"
# Precip,None
# Sky,Clear
# Wind,Moderate
# Ground Condition,Moist
# Ground Roughness,Rough
# Ground Vegetation,"Grass,Shrub"
# Vegetation Depth,15
# Tree Canopy,No Trees
# Comments:," Used small, 250cc density cutter.  Field notes refer to this
location/Pit ID as ""KP-2-A"".  There is a crust at 240-230cm. There was
some soil and a shrub in the profile at 30-20cm."
