# Location,Cameron Pass
# Site,Joe Wright
# PitID,COCPJW
# Date/Local Time,2020-01-31T10:00
# UTM Zone,13N
# Easting,424321
# Northing,4486308
# Latitude,40.52405
# Longitude,-105.89345
# Count,HS (cm)
1,112
2,114
3,98
4,103
5,107
6,115
7,109
8,109
9,NaN
