# Location,CB
# Site,F13
# PitID,2
# Date/Local Time,2020-04-28T12:45
# UTM Zone,13N
# Easting (m),328572
# Northing (m),4310803
# Latitude (deg),38.92941
# Longitude (deg),-106.97768
# Slope (deg),7
# Aspect (deg),86
# Air Temp (deg C),8.5
# Total Depth (cm),103
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,Closed (>70%)
# Comments:,elev: 10310
