# Location,NW
# Site,OF
# PitID,1
# Date/Local Time,2020-02-12T13:00
# UTM Zone,13N
# Easting,452906
# Northing,4431866
# Latitude,40.0357
# Longitude,-105.552
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
91.0,90.0,< 1 mm,NaN,NaN,NaN,Melt Layer
90.0,68.0,< 1 mm,NaN,NaN,NaN,compacted fresh snow
68.0,48.0,< 1 mm,NaN,NaN,NaN,Compacted old snow
48.0,33.0,2-4 mm,NaN,NaN,NaN,facets
33.0,10.0,2-4 mm,NaN,NaN,NaN,larger facets
10.0,0.0,> 6 mm,NaN,NaN,NaN,depth hoar
