# Location,NW
# Site,FF
# PitID,2
# Date/Local Time,2020-03-11T09:20
# UTM Zone,13N
# Easting,453318
# Northing,4431439
# Latitude,40.03188
# Longitude,-105.54714
# Top (cm),Bottom (cm),Density A (kg/m3),Density B (kg/m3),Density C (kg/m3)
82.0,72.0,186.0,187.0,NaN
72.0,62.0,275.0,268.0,NaN
62.0,52.0,304.0,318.0,NaN
52.0,42.0,280.0,280.0,NaN
42.0,32.0,245.0,250.0,NaN
32.0,22.0,267.0,273.0,NaN
22.0,12.0,290.0,283.0,NaN
12.0,2.0,274.0,NaN,NaN
