# Location,Fraser
# Site,SNB #1
# PitID,COFEB1
# Date/Local Time,2020-02-12T10:30
# UTM Zone,13N
# Easting (m),424968
# Northing (m),4417802
# Latitude (deg),39.90698
# Longitude (deg),-105.87781
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),-8.5
# Total Depth (cm),98
# Surveyors,C. Quant
# WISe Serial No,nan
# Weather,"Intermittent light snow, ~1cm/hr"
# Precip,Very Light
# Sky,Broken (> 1/2 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,"Grass,Deadfall"
# Vegetation Depth,"25,10"
# Tree Canopy,No Trees
# Comments:,"NO soil moisture sample, ground too frozen  Pit in slight sloping
depression (variable ground surface)  HS and stratigraphy vary arcoss
pit face"
