# Location,NW
# Site,FF
# PitID,1
# Date/Local Time,2020-02-12T11:10
# UTM Zone,13N
# Easting,453393
# Northing,4431461
# Latitude,40.03208
# Longitude,-105.54626
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
99.0,76.0,NaN,NaN,NaN,NaN,Fresh
76.0,61.0,NaN,NaN,NaN,NaN,lightly compact
61.0,55.0,NaN,NaN,NaN,NaN,smalll facets
55.0,45.0,NaN,NaN,NaN,NaN,larger facets
45.0,35.0,NaN,NaN,NaN,NaN,larger facets
35.0,22.0,NaN,NaN,NaN,NaN,facets
22.0,0.0,NaN,NaN,NaN,NaN,largest facets
