# Location,CB
# Site,Upper
# PitID,3
# Date/Local Time,2020-04-29T11:30
# UTM Zone,13N
# Easting (m),327509
# Northing (m),4311262
# Latitude (deg),38.93334
# Longitude (deg),-106.99005
# Slope (deg),3
# Aspect (deg),3
# Air Temp (deg C),9.6
# Total Depth (cm),130
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,25
# Tree Canopy,Open (20-70%)
# Comments:,nan
