# Location,Cameron Pass
# Site,Joe Wright
# PitID,COCPJW
# Date/Local Time,2020-02-26T09:47
# UTM Zone,13N
# Easting,424321
# Northing,4486308
# Latitude,40.52405
# Longitude,-105.89345
# Count,HS (cm)
1,162
2,160
3,161
4,163
5,162
6,161
7,165
8,165
9,NaN
