# Location,Jemez River
# Site,HQ Met Station
# PitID,NMJRHQ
# Date/Local Time,2019-12-20T11:00
# UTM Zone,13N
# Easting (m),362632
# Northing (m),3969260
# Latitude (deg),35.85793
# Longitude (deg),-106.52137
# Slope (deg),6
# Aspect (deg),76
# Air Temp (deg C),0.8
# Total Depth (cm),35
# Surveyors,"R. Webb, M. Schlumpf, A. Marziliano"
# WISe Serial No,WIS011A
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Light
# Ground Condition,Moist
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,4-5
# Tree Canopy,No Trees
# Comments:,"tare on wedge cutter: 762 g; Had to keep moving working face because
of difficulty in getting good density cuts. ground veg prevented
density cuts of bottom layers."
