# Location,Boise River Basin
# Site,Bogus Upper
# PitID,IDBRBU
# Date/Local Time,2020-02-26T14:45
# UTM Zone,11N
# Easting,573240
# Northing,4845491
# Latitude,43.75884
# Longitude,-116.09017
# Depth (cm),Temperature (deg C)
134.0,0.0
130.0,0.0
120.0,-2.7
110.0,-4.6
100.0,-4.3
90.0,-3.7
80.0,-3.1
70.0,-2.6
60.0,-2.1
50.0,-1.8
40.0,-1.4
30.0,-1.1
20.0,-0.6
10.0,-0.3
0.0,0.0
