# Location,Boise River Basin
# Site,Banner Open
# PitID,IDBRBO
# Date/Local Time,2019-12-18T14:24
# UTM Zone,11N
# Easting (m),640699
# Northing (m),4907213
# Latitude (deg),44.30455
# Longitude (deg),-115.23604
# Slope (deg),6
# Aspect (deg),NaN
# Air Temp (deg C),-3
# Total Depth (cm),41
# Surveyors,"M. Mason, P. Youngblood"
# WISe Serial No,nan
# Weather,"overcast, no wind. IB: No interval board or SWE measurements, board is now set up for next visit."
# Precip,None
# Sky,Overcast(complete cover)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,3
# Tree Canopy,No Trees
# Comments:,"no ice layer at bottom like in Banner Snotel site. no LWC - dry snow.
SMP-files: S19M0619.pnt, -620, -621. Peter has 3cm measurements, Megan
averaged to get 10cm density measurements."
