# Location,Mammoth Lakes
# Site,CUES Study Plot
# PitID,CAMLCP
# Date/Local Time,2020-01-29T09:50
# UTM Zone,11N
# Easting,320985
# Northing,4168170
# Latitude,37.64325
# Longitude,-119.02906
# Depth (cm),Temperature (deg C)
68.0,-8.8
60.0,-11.0
50.0,-8.5
40.0,-5.7
30.0,-3.3
20.0,-2.2
10.0,-1.6
0.0,-1.0
