# Location,Grand Mesa
# Site,County Line Tree
# PitID,COGMCT
# Date/Local Time,2020-03-12T11:30
# UTM Zone,12N
# Easting,756712
# Northing,4324540
# Latitude,39.03224
# Longitude,-108.03431
"# Top
(cm)","Bottom
(cm)",Avg Density (kg/m3),Permittivity A,Permittivity B,LWC-vol A (%),LWC-vol B (%)
112.0,102.0,104.5,1.18,1.138,0.21943692497525105,0.008326660479815777
102.0,92.0,214.0,1.271,1.26,0.0,0.0
92.0,82.0,262.5,1.323,1.379,0.0,0.0
82.0,72.0,288.5,1.418,1.374,0.0,0.0
72.0,62.0,333.5,1.517,1.5,0.034982281148534466,0.0
62.0,52.0,302.0,1.462,1.461,0.04789824861989937,0.042771421686108244
52.0,42.0,288.6666666666667,1.566,1.6,0.7017843871856776,0.8757324887378974
42.0,32.0,287.0,1.425,1.442,0.0,0.08219896099253933
32.0,22.0,335.5,1.487,1.615,0.0,0.5198738955335198
22.0,12.0,299.5,1.444,1.462,0.0,0.07086459091933403
15.0,5.0,296.0,1.376,1.406,0.0,0.0
