# Location,Grand Mesa
# Site,County Line Tree
# PitID,COGMCT
# Date/Local Time,2020-03-12T11:30
# UTM Zone,12N
# Easting,756712
# Northing,4324540
# Latitude,39.03224
# Longitude,-108.03431
# Depth (cm),Temperature (deg C)
112.0,-2.5
110.0,-2.6
100.0,-3.7
90.0,-3.6
80.0,-3.5
70.0,-3.5
60.0,-3.3
50.0,-3.3
40.0,-3.1
30.0,-2.8
20.0,-2.6
10.0,-2.4
0.0,-1.7
