# Location,CB
# Site,O6
# PitID,3
# Date/Local Time,2020-02-01T15:00
# UTM Zone,13N
# Easting (m),328364
# Northing (m),4310498
# Latitude (deg),38.92663
# Longitude (deg),-106.98
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),-0.2
# Total Depth (cm),85
# Surveyors,IR
# Weather,nan
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,15
# Tree Canopy,No Trees
# Comments:,Elevation:3143        79^
