# Location,CB
# Site,O4
# PitID,3
# Date/Local Time,2020-04-28T09:15
# UTM Zone,13N
# Easting (m),328453
# Northing (m),4310439
# Latitude (deg),38.92611
# Longitude (deg),-106.97896
# Slope (deg),2
# Aspect (deg),151
# Air Temp (deg C),7.5
# Total Depth (cm),90
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,nan
