# Location,NW
# Site,FF
# PitID,1
# Date/Local Time,2020-01-22T10:20
# UTM Zone,13N
# Easting,453399
# Northing,4431466
# Latitude,40.03213
# Longitude,-105.54619
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
63.0,64.0,NaN,NaN,NaN,NaN,Fresh powder
64.0,56.0,NaN,NaN,NaN,NaN,Powder
56.0,47.0,NaN,NaN,NaN,NaN,Rounds
47.0,36.0,NaN,NaN,NaN,NaN,Small Facets
36.0,0.0,NaN,NaN,NaN,NaN,Large Facets
