# Location,East River
# Site,Gothic
# PitID,COERGT
# Date/Local Time,2020-01-24T12:05
# UTM Zone,13N
# Easting,327531
# Northing,4314139
# Latitude,38.95925
# Longitude,-106.99052
# Depth (cm),Temperature (deg C)
81.0,-5.8
80.0,-4.0
70.0,-6.8
60.0,-5.4
50.0,-3.4
40.0,-2.3
30.0,-1.7
20.0,-1.2
10.0,-0.7
0.0,-0.2
