# Location,CB
# Site,F13
# PitID,3
# Date/Local Time,2020-02-26T11:55
# UTM Zone,13N
# Easting (m),328563
# Northing (m),4310784
# Latitude (deg),38.92924
# Longitude (deg),-106.97778
# Slope (deg),0
# Aspect (deg),0
# Air Temp (deg C),-9.9
# Total Depth (cm),102
# Surveyors,HB
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,12
# Tree Canopy,Open (20-70%)
# Comments:,Tare: 754g
