# Location,CB
# Site,F14
# PitID,3
# Date/Local Time,2020-04-28T11:15
# UTM Zone,13N
# Easting (m),328576
# Northing (m),4310759
# Latitude (deg),38.92902
# Longitude (deg),-106.97762
# Slope (deg),8
# Aspect (deg),122
# Air Temp (deg C),8
# Total Depth (cm),100
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,10
# Tree Canopy,Closed (>70%)
# Comments:,nan
