# Location,CB
# Site,O2
# PitID,1
# Date/Local Time,2020-02-01T11:20
# UTM Zone,13N
# Easting (m),328507
# Northing (m),4310502
# Latitude (deg),38.92669
# Longitude (deg),-106.97835
# Slope (deg),NaN
# Aspect (deg),S
# Air Temp (deg C),-0.6
# Total Depth (cm),91.5
# Surveyors,"LH, ER"
# Weather,"Sunny, Clear, Light breezes, Increasing thin layer clouds"
# Precip,Very Light
# Sky,Few (< 1/4 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,
# Vegetation Depth,
# Tree Canopy,No Trees
# Comments:,Tear Weight: 767g
