# Location,NW
# Site,OF
# PitID,2
# Date/Local Time,2020-01-22T11:15
# UTM Zone,13N
# Easting,452886
# Northing,4431903
# Latitude,40.03604
# Longitude,-105.55224
# Depth (cm),Temperature (deg C)
37.0,-2.4
30.0,-2.2
20.0,-1.8
10.0,-0.7
0.0,-0.5
