# Location,NW
# Site,OF
# PitID,2
# Date/Local Time,2020-01-22T11:15
# UTM Zone,13N
# Easting (m),452886
# Northing (m),4431903
# Latitude (deg),40.03604
# Longitude (deg),-105.55224
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),37
# Surveyors,AM
# Weather,"Very windy, blowing snow, mostly cloudy"
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Extreme
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,"Grass,Shrub"
# Vegetation Depth,"5,5"
# Tree Canopy,No Trees
# Comments:,3095m elevation
