# Location,NW
# Site,FS
# PitID,1
# Date/Local Time,2020-03-11T10:00
# UTM Zone,13N
# Easting (m),452462
# Northing (m),4432383
# Latitude (deg),40.04034
# Longitude (deg),-105.55724
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),3
# Total Depth (cm),98
# Surveyors,AK
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Moderate
# Ground Condition,Moist
# Ground Roughness,Rough
# Ground Vegetation,Bare
# Vegetation Depth,
# Tree Canopy,Open (20-70%)
# Comments:,3159m elevation
