# Location,CB
# Site,Upper
# PitID,1
# Date/Local Time,2020-04-29T10:30
# UTM Zone,13N
# Easting (m),327510
# Northing (m),4311262
# Latitude (deg),38.93334
# Longitude (deg),-106.99004
# Slope (deg),3
# Aspect (deg),1
# Air Temp (deg C),6.5
# Total Depth (cm),121
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,Open (20-70%)
# Comments:,Elev: 11140'
