# Location,NW
# Site,FS
# PitID,3
# Date/Local Time,2020-05-13T09:15
# UTM Zone,13N
# Easting (m),452496
# Northing (m),4432375
# Latitude (deg),40.04027
# Longitude (deg),-105.55684
# Slope (deg),NaN
# Aspect (deg),S
# Air Temp (deg C),10.5
# Total Depth (cm),59
# Surveyors,ES
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Moist
# Ground Roughness,Smooth
# Ground Vegetation,Deadfall
# Vegetation Depth,
# Tree Canopy,Open (20-70%)
# Comments:,3160 m elev
