Location,Site,PitID,Date/Local Time,UTM Zone,Easting (m),Northing (m),Latitude (deg),Longitude (deg),Density A Mean (kg/m^3),Density B Mean (kg/m^3),Density Mean (kg/m^3),SWE A (mm),SWE B (mm),SWE (mm),Snow Depth (cm)
Mammoth Lakes,CUES Study Plot,CAMLCP,2020-03-11T10:08,11N,320985,4168170,37.64325,-119.02906,361.2962962962963,356.6666666666667,358.9814814814815,390.2,385.2,387.7,108.0
Mammoth Lakes,Panorama Dome,CAMLPD,2019-12-18T11:28,11N,323468,4165496,37.61964,-119.00028,373.7692307692308,357.2307692307692,365.5,485.90000000000003,464.40000000000003,475.15000000000003,130.0
Mammoth Lakes,Panorama Dome,CAMLPD,2020-01-24T09:45,11N,323468,4165496,37.61964,-119.00028,406.56140350877195,413.0877192982456,409.82456140350877,463.48,470.92,467.20000000000005,114.0
Mammoth Lakes,Panorama Dome,CAMLPD,2020-01-29T10:30,11N,323468,4165496,37.61964,-119.00028,406.8130841121495,418.02803738317755,412.42056074766356,435.2900000000001,447.28999999999996,441.29,107.0
Mammoth Lakes,Panorama Dome,CAMLPD,2020-02-05T10:00,11N,323468,4165496,37.61964,-119.00028,404.6355140186916,405.66355140186914,405.14953271028037,432.96000000000004,434.06,433.51,107.0
Mammoth Lakes,Panorama Dome,CAMLPD,2020-02-12T10:29,11N,323468,4165496,37.61964,-119.00028,404.5,402.8,403.65,404.5,402.8,403.65,100.0
Mammoth Lakes,Panorama Dome,CAMLPD,2020-02-19T10:15,11N,323468,4165496,37.61964,-119.00028,417.77777777777777,415.1111111111111,416.44444444444446,376.0,373.59999999999997,374.79999999999995,90.0
Niwot Ridge,C1,CONWC1,2019-12-18T09:15,13N,453402,4431582,40.03317,-105.54616,236.79166666666666,247.0,241.89583333333331,113.66,118.56,116.11,48.0
Niwot Ridge,C1,CONWC1,2020-01-22T11:45,13N,453402,4431582,40.03317,-105.54616,272.5,279.2857142857143,275.8928571428571,152.6,156.4,154.5,56.0
Niwot Ridge,C1,CONWC1,2020-01-29T10:20,13N,453402,4431582,40.03317,-105.54616,248.92857142857142,266.42857142857144,257.67857142857144,139.4,149.2,144.3,56.0
Niwot Ridge,C1,CONWC1,2020-02-05T10:20,13N,453402,4431582,40.03317,-105.54616,276.3076923076923,282.15384615384613,279.2307692307692,179.6,183.4,181.5,65.0
Niwot Ridge,C1,CONWC1,2020-02-12T09:10,13N,453402,4431582,40.03317,-105.54616,221.31578947368422,218.26315789473685,219.78947368421052,210.25,207.35000000000002,208.8,95.0
Niwot Ridge,C1,CONWC1,2020-02-19T09:30,13N,453402,4431582,40.03317,-105.54616,252.43478260869566,249.47826086956522,250.95652173913044,290.3,286.9,288.6,115.0
Niwot Ridge,C1,CONWC1,2020-02-26T08:20,13N,453402,4431582,40.03317,-105.54616,270.6896551724138,259.7413793103448,265.2155172413793,314.0,301.29999999999995,307.65,116.0
Niwot Ridge,C1,CONWC1,2020-03-04T09:03,13N,453402,4431582,40.03317,-105.54616,264.23423423423424,260.5405405405405,262.3873873873874,293.3,289.2,291.25,111.0
Niwot Ridge,C1,CONWC1,2020-03-11T08:16,13N,453402,4431582,40.03317,-105.54616,308.05555555555554,307.5,307.77777777777777,332.7,332.1,332.4,108.0
Niwot Ridge,Saddle,CONWSA,2019-12-18T13:00,13N,449623,4434025,40.05497,-105.59065,264.6666666666667,269.3333333333333,267.0,79.4,80.8,80.1,30.0
Niwot Ridge,Saddle,CONWSA,2020-01-29T10:30,13N,449623,4434025,40.05497,-105.59065,366.05128205128204,377.3333333333333,371.6923076923077,142.76,147.16,144.95999999999998,39.0
Niwot Ridge,Saddle,CONWSA,2020-02-05T11:45,13N,449623,4434025,40.05497,-105.59065,397.8125,419.6875,408.75,127.30000000000001,134.3,130.8,32.0
Niwot Ridge,Saddle,CONWSA,2020-02-19T10:32,13N,449623,4434025,40.05497,-105.59065,336.32911392405066,315.9493670886076,326.1392405063291,265.7,249.60000000000002,257.65,79.0
Niwot Ridge,Saddle,CONWSA,2020-02-26T10:16,13N,449623,4434025,40.05497,-105.59065,315.6043956043956,315.6043956043956,315.6043956043956,287.2,287.2,287.2,91.0
Niwot Ridge,Saddle,CONWSA,2020-03-04T10:06,13N,449623,4434025,40.05497,-105.59065,365.77319587628864,365.77319587628864,365.77319587628864,354.8,354.8,354.8,97.0
Sagehen,Forest,CASHFO,2019-12-20T12:31,10N,737378,4368076,39.42955,-120.24211,353.6,351.6,352.6,88.4,87.9,88.15,25.0
Sagehen,Forest,CASHFO,2020-01-29T10:53,10N,737378,4368076,39.42955,-120.24211,362.93333333333334,344.0,353.4666666666667,108.88,103.2,106.03999999999999,30.0
Sagehen,Forest,CASHFO,2020-02-12T09:19,10N,737378,4368076,39.42955,-120.24211,337.42857142857144,348.14285714285717,342.78571428571433,141.72,146.22000000000003,143.97000000000003,42.0
Sagehen,Forest,CASHFO,2020-02-19T10:00,10N,737378,4368076,39.42955,-120.24211,365.7142857142857,355.42857142857144,360.57142857142856,127.99999999999999,124.4,126.19999999999999,35.0
Sagehen,Forest,CASHFO,2020-02-26T10:00,10N,737378,4368076,39.42955,-120.24211,317.84615384615387,379.6923076923077,348.7692307692308,123.96000000000001,148.07999999999998,136.01999999999998,39.0
Sagehen,Forest,CASHFO,2020-03-04T09:25,10N,737378,4368076,39.42955,-120.24211,371.75,405.0,388.375,148.70000000000002,162.0,155.35000000000002,40.0
Sagehen,Forest,CASHFO,2020-03-11T09:23,10N,737378,4368076,39.42955,-120.24211,375.56756756756755,405.6756756756757,390.6216216216216,138.96,150.1,144.53,37.0
Sagehen,Open,CASHOP,2019-12-20T11:23,10N,737572,4368173,39.43037,-120.23982,327.8048780487805,336.3170731707317,332.0609756097561,134.4,137.89,136.14499999999998,41.0
Sagehen,Open,CASHOP,2020-01-29T10:57,10N,737572,4368173,39.43037,-120.23982,373.0,396.6,384.8,186.5,198.3,192.4,50.0
Sagehen,Open,CASHOP,2020-02-12T09:38,10N,737572,4368173,39.43037,-120.23982,376.3333333333333,351.6666666666667,364.0,169.35,158.25,163.8,45.0
Sagehen,Open,CASHOP,2020-02-19T10:21,10N,737572,4368173,39.43037,-120.23982,446.8780487804878,456.8292682926829,451.8536585365854,183.22000000000003,187.29999999999998,185.26,41.0
Sagehen,Open,CASHOP,2020-02-26T10:16,10N,737572,4368173,39.43037,-120.23982,421.1290322580645,434.6774193548387,427.9032258064516,130.55,134.75,132.65,31.0
Sagehen,Open,CASHOP,2020-03-04T09:57,10N,737572,4368173,39.43037,-120.23982,273.86206896551727,279.7586206896552,276.8103448275862,79.42,81.13,80.275,29.0
Sagehen,Open,CASHOP,2020-03-11T09:50,10N,737572,4368173,39.43037,-120.23982,436.0,430.0,433.0,87.19999999999999,86.0,86.6,20.0
Sagehen,Tower 4,CASHT4,2020-01-29T14:15,10N,732507,4367108,39.42216,-120.29898,349.3333333333333,363.8333333333333,356.5833333333333,419.20000000000005,436.6000000000001,427.9000000000001,120.0
Sagehen,Tower 4,CASHT4,2020-02-12T10:50,10N,732507,4367108,39.42216,-120.29898,381.4761904761905,378.04761904761904,379.76190476190476,400.55,396.95000000000005,398.75,105.0
Sagehen,Tower 4,CASHT4,2020-02-19T12:30,10N,732507,4367108,39.42216,-120.29898,401.6261682242991,394.4766355140187,398.0514018691589,429.74,422.09,425.91499999999996,107.0
Sagehen,Tower 4,CASHT4,2020-02-26T12:01,10N,732507,4367108,39.42216,-120.29898,410.4347826086956,422.39130434782606,416.4130434782609,377.6,388.6,383.1,92.0
Sagehen,Tower 4,CASHT4,2020-03-04T10:58,10N,732507,4367108,39.42216,-120.29898,449.7912087912088,454.0769230769231,451.934065934066,409.30999999999995,413.21,411.26,91.0
Sagehen,Tower 4,CASHT4,2020-03-11T11:45,10N,732507,4367108,39.42216,-120.29898,429.83116883116884,441.987012987013,435.9090909090909,330.96999999999997,340.33,335.65,77.0
Senator Beck,Senator Beck,COSBSB,2019-12-18T14:15,13N,260318,4199007,37.90705,-107.72625,329.1904761904762,307.8095238095238,318.5,345.65000000000003,323.20000000000005,334.42500000000007,105.0
Senator Beck,Senator Beck,COSBSB,2020-02-01T09:50,13N,260318,4199007,37.90705,-107.72625,352.2432432432432,352.2432432432432,352.2432432432432,390.99,390.98999999999995,390.99,111.0
Senator Beck,Senator Beck,COSBSB,2020-02-19T12:40,13N,260318,4199007,37.90705,-107.72625,356.05982905982904,352.8205128205128,354.4401709401709,416.59,412.8,414.695,117.0
Senator Beck,Senator Beck,COSBSB,2020-02-26T12:50,13N,260318,4199007,37.90705,-107.72625,352.421875,360.859375,356.640625,451.0999999999999,461.90000000000003,456.5,128.0
Senator Beck,Senator Beck,COSBSB,2020-03-04T12:15,13N,260318,4199007,37.90705,-107.72625,348.015625,336.75,342.3828125,445.46000000000004,431.04,438.25,128.0
Senator Beck,Swamp Angel,COSBSA,2019-12-18T09:15,13N,261641,4198978,37.90714,-107.71121,249.34453781512605,252.31932773109244,250.83193277310926,296.71999999999997,300.26000000000005,298.49,119.0
Senator Beck,Swamp Angel,COSBSA,2020-01-22T12:35,13N,261641,4198978,37.90714,-107.71121,271.9032258064516,268.38709677419354,270.14516129032256,421.45000000000005,416.0,418.725,155.0
Senator Beck,Swamp Angel,COSBSA,2020-01-29T12:05,13N,261641,4198978,37.90714,-107.71121,272.7639751552795,279.53416149068323,276.1490683229814,439.15,450.0499999999999,444.5999999999999,161.0
Senator Beck,Swamp Angel,COSBSA,2020-02-12T12:36,13N,261641,4198978,37.90714,-107.71121,285.5263157894737,279.093567251462,282.3099415204679,488.25000000000006,477.25,482.75,171.0
Senator Beck,Swamp Angel,COSBSA,2020-02-19T14:46,13N,261641,4198978,37.90714,-107.71121,312.76073619631904,305.0490797546012,308.9049079754601,509.79999999999995,497.23,503.515,163.0
Senator Beck,Swamp Angel,COSBSA,2020-02-26T14:44,13N,261641,4198978,37.90714,-107.71121,312.7325581395349,313.36046511627904,313.04651162790697,537.9000000000001,538.98,538.44,172.0
Senator Beck,Swamp Angel,COSBSA,2020-03-04T14:10,13N,261641,4198978,37.90714,-107.71121,336.95348837209303,339.6046511627907,338.27906976744185,579.5600000000001,584.12,581.84,172.0
Senator Beck,Swamp Angel,COSBSA,2020-03-11T12:25,13N,261641,4198978,37.90714,-107.71121,347.87951807228916,337.8433734939759,342.8614457831325,577.4799999999999,560.8199999999998,569.1499999999999,166.0
