# Location,Jemez River
# Site,BA Flux Tower
# PitID,NMJRBA
# Date/Local Time,2020-02-26T11:39
# UTM Zone,13N
# Easting (m),361740
# Northing (m),3972675
# Latitude (deg),35.88859
# Longitude (deg),-106.53184
# Slope (deg),3
# Aspect (deg),62
# Air Temp (deg C),-4.8
# Total Depth (cm),82
# Surveyors,A. Rice
# WISe Serial No,nan
# Weather,"Clear, calm"
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,2021-03-05 00:00:00
# Tree Canopy,No Trees
# Comments:,"Snow surface was wind-stripped (sastrugi), so the location of the
profile (82cm @ surface) was slightly lower than location of hand
hardness (85cm @ surface)"
