# Location,NW
# Site,FN
# PitID,2
# Date/Local Time,2020-05-13T09:44
# UTM Zone,13N
# Easting (m),452713
# Northing (m),4431634
# Latitude (deg),40.0336
# Longitude (deg),-105.55424
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),10.3
# Total Depth (cm),116
# Surveyors,AK
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,10
# Tree Canopy,Closed (>70%)
# Comments:,E= 3107m
