# Location,Fraser
# Site,JPL #1
# PitID,COFEJ1
# Date/Local Time,2020-03-18T15:40
# UTM Zone,13N
# Easting (m),424539
# Northing (m),4417649
# Latitude (deg),39.90557
# Longitude (deg),-105.88281
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),97
# Surveyors,B. Starr
# WISe Serial No,nan
# Weather,nan
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Calm
# Ground Condition,Moist
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,No Trees
# Comments:,"Soil moisture: Delta-T, Probe B: 26.5%, 29.5%, 34.2%   Snow
temperatures 0 to -1 from 40-20 cm"
