# Location,Fraser
# Site,JPL #2
# PitID,COFEJ2
# Date/Local Time,2020-03-11T11:30
# UTM Zone,13N
# Easting (m),424573
# Northing (m),4417710
# Latitude (deg),39.90612
# Longitude (deg),-105.88242
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),4.5
# Total Depth (cm),94
# Surveyors,"C. Quant, D. Craaybeek"
# WISe Serial No,WIS028A
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Moist
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,16
# Tree Canopy,No Trees
# Comments:,"LWC Start time- 11:30, End time- 11:35   Soil Moisture Delta-T Unit A
16.1%, 19.3%, 16.4%"
