# Location,NW
# Site,FN
# PitID,1
# Date/Local Time,2020-02-12T13:35
# UTM Zone,13N
# Easting (m),453410
# Northing (m),4431465
# Latitude (deg),40.03212
# Longitude (deg),-105.54606
# Slope (deg),NaN
# Aspect (deg),S
# Air Temp (deg C),-6.9
# Total Depth (cm),131
# Surveyors,AM
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Shrub
# Vegetation Depth,
# Tree Canopy,Open (20-70%)
# Comments:,nan
