# Location,CB
# Site,O6
# PitID,3
# Date/Local Time,2020-02-26T15:20
# UTM Zone,13N
# Easting (m),328389
# Northing (m),4310504
# Latitude (deg),38.92668
# Longitude (deg),-106.97971
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),-2.6
# Total Depth (cm),118
# Surveyors,"HB, ES"
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,15
# Tree Canopy,No Trees
# Comments:,Tare: 789g
