# Location,Boise River Basin
# Site,Bogus Upper
# PitID,IDBRBU
# Date/Local Time,2020-01-24T13:15
# UTM Zone,11N
# Easting,573240
# Northing,4845491
# Latitude,43.75884
# Longitude,-116.09017
# Top (cm),Bottom (cm),Density A (kg/m3),Density B (kg/m3),Density C (kg/m3)
92.0,82.0,224.0,216.0,NaN
82.0,72.0,212.0,225.0,NaN
72.0,62.0,250.0,252.0,NaN
62.0,52.0,245.0,260.0,NaN
52.0,42.0,277.0,280.0,NaN
42.0,32.0,267.0,281.0,NaN
32.0,22.0,287.0,282.0,NaN
22.0,12.0,313.0,288.0,NaN
15.0,5.0,325.0,NaN,NaN
