# Location,Senator Beck
# Site,Swamp Angel
# PitID,COSBSA
# Date/Local Time,2020-01-29T12:05
# UTM Zone,13N
# Easting,261641
# Northing,4198978
# Latitude,37.90714
# Longitude,-107.71121
# Depth (cm),Temperature (deg C)
161.0,-5.8
160.0,-1.6
150.0,-5.8
140.0,-7.3
130.0,-6.3
120.0,-5.3
110.0,-4.5
100.0,-3.8
90.0,-3.3
80.0,-2.8
70.0,-2.3
60.0,-1.9
50.0,-1.5
40.0,-1.2
30.0,-0.9
20.0,-0.6
10.0,-0.3
0.0,0.0
