# Location,Mammoth Lakes
# Site,CUES Study Plot
# PitID,CAMLCP
# Date/Local Time,2019-12-18T11:08
# UTM Zone,11N
# Easting,320985
# Northing,4168170
# Latitude,37.64325
# Longitude,-119.02906
# Depth (cm),Temperature (deg C)
81.0,-8.0
80.0,-9.0
70.0,-9.4
60.0,-8.2
50.0,-6.2
40.0,-4.4
30.0,-3.0
20.0,-1.7
10.0,-0.8
0.0,-0.2
