# Location,Boise River Basin
# Site,Bogus Upper
# PitID,IDBRBU
# Date/Local Time,2020-01-31T13:30
# UTM Zone,11N
# Easting,573240
# Northing,4845491
# Latitude,43.75884
# Longitude,-116.09017
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
108.0,105.0,1-2 mm,DF,F,NaN,NaN
105.0,82.0,< 1 mm,DF,F,NaN,NaN
82.0,76.0,< 1 mm,RG,4F,NaN,NaN
76.0,71.0,1-2 mm,MF,P,NaN,Icy layer
71.0,26.0,1-2 mm,RG,1F,NaN,NaN
26.0,0.0,1-2 mm,RG,4F,NaN,NaN
