# Location,Fraser
# Site,JPL #1
# PitID,COFEJ1
# Date/Local Time,2019-10-29T12:10
# UTM Zone,13N
# Easting (m),424539
# Northing (m),4417649
# Latitude (deg),39.90557
# Longitude (deg),-105.88281
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),25
# Surveyors,C. Quant
# WISe Serial No,nan
# Weather,"precipitation = snow, light winds"
# Precip,Light
# Sky,Overcast(complete cover)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,"No snow surfce temp observed  Variable HS, density profile taken at
lowest HS point.  Soil moisture Delta-T, Probe A:  14.3%, 13.1%, 14.9%"
