# Location,Boise River Basin
# Site,Bogus Upper
# PitID,IDBRBU
# Date/Local Time,2020-02-20T11:00
# UTM Zone,11N
# Easting,573240
# Northing,4845491
# Latitude,43.75884
# Longitude,-116.09017
# Depth (cm),Temperature (deg C)
143.0,-8.5
140.0,-8.3
130.0,-8.9
120.0,-7.1
110.0,-6.1
100.0,-5.0
90.0,-4.0
80.0,-3.2
70.0,-2.8
60.0,-2.2
50.0,-1.6
40.0,-1.5
30.0,-1.0
20.0,-0.8
10.0,-0.3
0.0,0.0
